X;Y;X;Y
;;-2,95E+07;4,86E+07
;;-2,85E+07;4,86E+07
;;-2,74E+07;4,85E+07
;;-2,64E+07;4,85E+07
;;-2,54E+07;4,84E+07
;;-2,43E+07;4,84E+07
;;-2,33E+07;4,83E+07
;;-2,23E+07;4,83E+07
;;-2,13E+07;4,82E+07
;;-2,03E+07;4,81E+07
;;-1,93E+07;4,81E+07
;;-1,83E+07;4,80E+07
;;-1,73E+07;4,80E+07
;;-1,63E+07;4,79E+07
;;-1,54E+07;4,79E+07
;;-1,44E+07;4,78E+07
;;-1,34E+07;4,77E+07
;;-1,24E+07;4,77E+07
;;-1,15E+07;4,76E+07
;;-1,05E+07;4,75E+07
;;-9542329;4,75E+07
;;-8588812;4,74E+07
;;-7639319;4,73E+07
;;-6693887;4,73E+07
;;-5752621;4,72E+07
;;-4815358;4,71E+07
;;-3881913;4,71E+07
;;-2952677;4,70E+07
;;-2027450;4,69E+07
;;-1106180;4,68E+07
;;-188467;4,68E+07
;;725194;4,67E+07
;;1634770;4,66E+07
;;2540552;4,66E+07
;;3442587;4,65E+07
;;4340838;4,64E+07
;;5235237;4,63E+07
;;6125835;4,63E+07
;;7012805;4,62E+07
;;7895842;4,61E+07
;;8775269;4,60E+07
;;9650861;4,60E+07
;;1,05E+07;4,59E+07
;;1,14E+07;4,58E+07
;;1,23E+07;4,57E+07
;;1,31E+07;4,56E+07
;;1,40E+07;4,56E+07
;;1,48E+07;4,55E+07
;;1,57E+07;4,54E+07
;;1,65E+07;4,53E+07
;;1,74E+07;4,52E+07
;;1,82E+07;4,52E+07
;;1,91E+07;4,51E+07
;;1,99E+07;4,50E+07
;;2,07E+07;4,49E+07
;;2,15E+07;4,48E+07
;;2,24E+07;4,47E+07
;;2,32E+07;4,47E+07
;;2,40E+07;4,46E+07
;;2,48E+07;4,45E+07
;;2,57E+07;4,44E+07
;;2,65E+07;4,43E+07
;;2,73E+07;4,42E+07
;;2,81E+07;4,41E+07
;;2,89E+07;4,41E+07
;;2,97E+07;4,40E+07
;;3,05E+07;4,39E+07
;;3,13E+07;4,38E+07
;;3,21E+07;4,37E+07
;;3,29E+07;4,36E+07
;;3,37E+07;4,35E+07
;;3,44E+07;4,34E+07
;;3,52E+07;4,34E+07
;;3,60E+07;4,33E+07
;;3,68E+07;4,32E+07
;;3,76E+07;4,31E+07
;;3,83E+07;4,30E+07
;;3,91E+07;4,29E+07
;;3,99E+07;4,28E+07
;;4,06E+07;4,27E+07
;;4,14E+07;4,26E+07
;;4,21E+07;4,25E+07
;;4,29E+07;4,25E+07
;;4,37E+07;4,24E+07
;;4,44E+07;4,23E+07
;;4,52E+07;4,22E+07
;;4,59E+07;4,21E+07
;;4,66E+07;4,20E+07
;;4,74E+07;4,19E+07
;;4,81E+07;4,18E+07
;;4,89E+07;4,17E+07
;;4,96E+07;4,16E+07
;;5,03E+07;4,15E+07
;;5,10E+07;4,14E+07
;;5,18E+07;4,13E+07
;;5,25E+07;4,12E+07
;;5,32E+07;4,11E+07
;;5,39E+07;4,11E+07
;;5,47E+07;4,10E+07
;;5,54E+07;4,09E+07
;;5,61E+07;4,08E+07
;;5,68E+07;4,07E+07
;;5,75E+07;4,06E+07
;;5,82E+07;4,05E+07
;;5,89E+07;4,04E+07
;;5,96E+07;4,03E+07
;;6,03E+07;4,02E+07
;;6,10E+07;4,01E+07
;;6,17E+07;4,00E+07
;;6,24E+07;3,99E+07
;;6,31E+07;3,98E+07
;;6,38E+07;3,97E+07
;;6,45E+07;3,96E+07
;;6,51E+07;3,95E+07
;;6,58E+07;3,94E+07
;;6,65E+07;3,93E+07
;;6,72E+07;3,92E+07
;;6,79E+07;3,91E+07
;;6,85E+07;3,90E+07
;;6,92E+07;3,89E+07
;;6,99E+07;3,88E+07
;;7,05E+07;3,88E+07
;;7,12E+07;3,87E+07
;;7,19E+07;3,86E+07
;;7,25E+07;3,85E+07
;;7,32E+07;3,84E+07
;;7,39E+07;3,83E+07
;;7,45E+07;3,82E+07
;;7,52E+07;3,81E+07
;;7,58E+07;3,80E+07
;;7,65E+07;3,79E+07
;;7,71E+07;3,78E+07
;;7,78E+07;3,77E+07
;;7,84E+07;3,76E+07
;;7,91E+07;3,75E+07
;;7,97E+07;3,74E+07
;;8,04E+07;3,73E+07
;;8,10E+07;3,72E+07
;;8,17E+07;3,71E+07
;;8,23E+07;3,70E+07
;;8,29E+07;3,69E+07
;;8,42E+07;3,67E+07
;;8,55E+07;3,65E+07
;;8,67E+07;3,63E+07
;;8,80E+07;3,61E+07
;;8,92E+07;3,59E+07
;;9,04E+07;3,57E+07
;;9,17E+07;3,55E+07
;;9,29E+07;3,53E+07
;;9,41E+07;3,51E+07
;;9,53E+07;3,49E+07
;;9,65E+07;3,47E+07
;;9,77E+07;3,45E+07
;;9,89E+07;3,43E+07
;;1,00E+08;3,41E+07
;;1,01E+08;3,39E+07
;;1,02E+08;3,37E+07
;;1,04E+08;3,35E+07
;;1,05E+08;3,33E+07
;;1,06E+08;3,31E+07
;;1,07E+08;3,29E+07
;;1,08E+08;3,27E+07
;;1,09E+08;3,25E+07
;;1,10E+08;3,23E+07
;;1,12E+08;3,21E+07
;;1,13E+08;3,19E+07
;;1,14E+08;3,16E+07
;;1,15E+08;3,14E+07
;;1,16E+08;3,12E+07
;;1,17E+08;3,10E+07
;;1,18E+08;3,08E+07
;;1,19E+08;3,06E+07
;;1,20E+08;3,04E+07
;;1,21E+08;3,02E+07
;;1,23E+08;3,00E+07
;;1,24E+08;2,98E+07
;;1,25E+08;2,96E+07
;;1,26E+08;2,94E+07
;;1,27E+08;2,92E+07
;;1,28E+08;2,90E+07
;;1,29E+08;2,88E+07
;;1,30E+08;2,86E+07
;;1,31E+08;2,84E+07
;;1,32E+08;2,82E+07
;;1,33E+08;2,80E+07
;;1,34E+08;2,78E+07
;;1,35E+08;2,76E+07
;;1,36E+08;2,74E+07
;;1,37E+08;2,72E+07
;;1,38E+08;2,70E+07
;;1,39E+08;2,68E+07
;;1,40E+08;2,66E+07
;;1,41E+08;2,64E+07
;;1,42E+08;2,62E+07
;;1,43E+08;2,60E+07
;;1,44E+08;2,58E+07
;;1,45E+08;2,56E+07
;;1,46E+08;2,54E+07
;;1,47E+08;2,52E+07
;;1,48E+08;2,50E+07
;;1,49E+08;2,48E+07
;;1,50E+08;2,46E+07
;;1,51E+08;2,44E+07
;;1,52E+08;2,43E+07
;;1,53E+08;2,41E+07
;;1,54E+08;2,39E+07
;;1,55E+08;2,37E+07
;;1,56E+08;2,35E+07
;;1,56E+08;2,33E+07
;;1,57E+08;2,31E+07
;;1,58E+08;2,29E+07
;;1,59E+08;2,27E+07
;;1,60E+08;2,25E+07
;;1,61E+08;2,23E+07
;;1,62E+08;2,21E+07
;;1,63E+08;2,19E+07
;;1,64E+08;2,17E+07
;;1,65E+08;2,15E+07
;;1,66E+08;2,13E+07
;;1,67E+08;2,11E+07
;;1,67E+08;2,09E+07
;;1,68E+08;2,07E+07
;;1,69E+08;2,06E+07
;;1,70E+08;2,04E+07
;;1,71E+08;2,02E+07
;;1,72E+08;2,00E+07
;;1,73E+08;1,98E+07
;;1,74E+08;1,96E+07
;;1,74E+08;1,94E+07
;;1,75E+08;1,92E+07
;;1,76E+08;1,90E+07
;;1,77E+08;1,88E+07
;;1,78E+08;1,86E+07
;;1,79E+08;1,84E+07
;;1,80E+08;1,83E+07
;;1,80E+08;1,81E+07
;;1,81E+08;1,79E+07
;;1,82E+08;1,77E+07
;;1,83E+08;1,75E+07
;;1,84E+08;1,73E+07
;;1,85E+08;1,71E+07
;;1,85E+08;1,69E+07
;;1,86E+08;1,68E+07
;;1,87E+08;1,66E+07
;;1,88E+08;1,64E+07
;;1,89E+08;1,62E+07
;;1,90E+08;1,60E+07
;;1,90E+08;1,58E+07
;;1,91E+08;1,56E+07
;;1,92E+08;1,55E+07
;;1,93E+08;1,53E+07
;;1,94E+08;1,51E+07
;;1,94E+08;1,49E+07
;;1,95E+08;1,47E+07
;;1,96E+08;1,45E+07
;;1,97E+08;1,44E+07
;;1,98E+08;1,42E+07
;;1,98E+08;1,40E+07
;;1,99E+08;1,38E+07
;;2,00E+08;1,36E+07
;;2,01E+08;1,35E+07
;;2,01E+08;1,33E+07
;;2,02E+08;1,31E+07
;;2,03E+08;1,29E+07
;;2,04E+08;1,27E+07
;;2,05E+08;1,26E+07
;;2,05E+08;1,24E+07
;;2,06E+08;1,22E+07
;;2,07E+08;1,20E+07
;;2,08E+08;1,18E+07
;;2,08E+08;1,17E+07
;;2,09E+08;1,15E+07
;;2,10E+08;1,13E+07
;;2,11E+08;1,11E+07
;;2,11E+08;1,10E+07
;;2,12E+08;1,08E+07
;;2,13E+08;1,06E+07
;;2,14E+08;1,04E+07
;;2,14E+08;1,03E+07
;;2,15E+08;1,01E+07
;;2,16E+08;9913032
;;2,17E+08;9738484
;;2,17E+08;9565000
;;2,18E+08;9391100
;;2,19E+08;9217256
;;2,19E+08;9044004
;;2,20E+08;8870812
;;2,21E+08;8698192
;;2,22E+08;8525676
;;2,22E+08;8353788
;;2,23E+08;8182456
;;2,24E+08;8011208
;;2,24E+08;7840120
;;2,25E+08;7670116
;;2,26E+08;7499768
;;2,27E+08;7330536
;;2,27E+08;7160436
;;2,28E+08;6990988
;;2,29E+08;6822172
;;2,29E+08;6653496
;;2,30E+08;6485476
;;2,31E+08;6317664
;;2,31E+08;6150464
;;2,32E+08;5983468
;;2,33E+08;5816700
;;2,33E+08;5650084
;;2,34E+08;5484172
;;2,35E+08;5318424
;;2,36E+08;5153420
;;2,36E+08;4988544
;;2,37E+08;4823952
;;2,38E+08;4659492
;;2,38E+08;4495788
;;2,39E+08;4332340
;;2,40E+08;4169576
;;2,40E+08;4007036
;;2,41E+08;3844764
;;2,42E+08;3682712
;;2,42E+08;3521444
;;2,43E+08;3360444
;;2,44E+08;3200136
;;2,44E+08;3039640
;;2,45E+08;2879368
;;2,45E+08;2720416
;;2,46E+08;2561188
;;2,47E+08;2403228
;;2,47E+08;2244576
;;2,48E+08;2086708
;;2,49E+08;1929664
;;2,49E+08;1772904
;;2,50E+08;1616440
;;2,51E+08;1460280
;;2,51E+08;1304440
;;2,52E+08;1149432
;;2,52E+08;994728
;;2,54E+08;685792
;;2,55E+08;377360
;;2,56E+08;70440
;;2,58E+08;-235960
;;2,59E+08;-540784
;;2,60E+08;-844528
;;2,61E+08;-1147104
;;2,62E+08;-1448032
;;2,64E+08;-1748832
;;2,65E+08;-2047392
;;2,66E+08;-2345224
;;2,67E+08;-2641784
;;2,68E+08;-2937080
;;2,70E+08;-3231576
;;2,71E+08;-3524200
;;2,72E+08;-3815480
;;2,73E+08;-4106432
;;2,74E+08;-4394928
;;2,75E+08;-4683024
;;2,77E+08;-4969704
;;2,78E+08;-5254832
;;2,79E+08;-5538504
;;2,80E+08;-5821176
;;2,81E+08;-6102312
;;2,82E+08;-6382400
;;2,83E+08;-6661408
;;2,85E+08;-6938864
;;2,86E+08;-7214112
;;2,87E+08;-7488744
;;2,88E+08;-7761208
;;2,89E+08;-8033008
;;2,90E+08;-8303112
;;2,91E+08;-8571976
;;2,92E+08;-8839088
;;2,93E+08;-9104960
;;2,94E+08;-9369520
;;2,96E+08;-9632256
;;2,97E+08;-9893712
;;2,98E+08;-1,02E+07
;;2,99E+08;-1,04E+07
;;3,00E+08;-1,07E+07
;;3,01E+08;-1,09E+07
;;3,02E+08;-1,12E+07
;;3,03E+08;-1,14E+07
;;3,04E+08;-1,17E+07
;;3,05E+08;-1,19E+07
;;3,06E+08;-1,22E+07
;;3,07E+08;-1,24E+07
;;3,08E+08;-1,27E+07
;;3,09E+08;-1,29E+07
;;3,10E+08;-1,32E+07
;;3,11E+08;-1,34E+07
;;3,12E+08;-1,36E+07
;;3,13E+08;-1,39E+07
;;3,14E+08;-1,41E+07
;;3,15E+08;-1,44E+07
;;3,16E+08;-1,46E+07
;;3,17E+08;-1,48E+07
;;3,18E+08;-1,51E+07
;;3,19E+08;-1,53E+07
;;3,20E+08;-1,55E+07
;;3,21E+08;-1,58E+07
;;3,22E+08;-1,60E+07
;;3,23E+08;-1,62E+07
;;3,24E+08;-1,64E+07
;;3,25E+08;-1,67E+07
;;3,26E+08;-1,69E+07
;;3,27E+08;-1,71E+07
;;3,28E+08;-1,73E+07
;;3,29E+08;-1,76E+07
;;3,30E+08;-1,78E+07
;;3,30E+08;-1,80E+07
;;3,31E+08;-1,82E+07
;;3,32E+08;-1,84E+07
;;3,33E+08;-1,87E+07
;;3,34E+08;-1,89E+07
;;3,35E+08;-1,91E+07
;;3,36E+08;-1,93E+07
;;3,37E+08;-1,95E+07
;;3,38E+08;-1,97E+07
;;3,39E+08;-1,99E+07
;;3,40E+08;-2,01E+07
;;3,41E+08;-2,03E+07
;;3,41E+08;-2,05E+07
;;3,42E+08;-2,07E+07
;;3,43E+08;-2,09E+07
;;3,44E+08;-2,11E+07
;;3,45E+08;-2,13E+07
;;3,46E+08;-2,15E+07
;;3,47E+08;-2,17E+07
;;3,48E+08;-2,19E+07
;;3,49E+08;-2,21E+07
;;3,49E+08;-2,23E+07
;;3,50E+08;-2,25E+07
;;3,51E+08;-2,27E+07
;;3,52E+08;-2,29E+07
;;3,53E+08;-2,31E+07
;;3,54E+08;-2,33E+07
;;3,55E+08;-2,35E+07
;;3,55E+08;-2,36E+07
;;3,56E+08;-2,38E+07
;;3,57E+08;-2,40E+07
;;3,58E+08;-2,42E+07
;;3,59E+08;-2,44E+07
;;3,60E+08;-2,46E+07
;;3,61E+08;-2,47E+07
;;3,61E+08;-2,49E+07
;;3,62E+08;-2,51E+07
;;3,63E+08;-2,53E+07
;;3,64E+08;-2,54E+07
;;3,65E+08;-2,56E+07
;;3,65E+08;-2,58E+07
;;3,66E+08;-2,59E+07
;;3,67E+08;-2,61E+07
;;3,68E+08;-2,63E+07
;;3,69E+08;-2,64E+07
;;3,70E+08;-2,66E+07
;;3,70E+08;-2,68E+07
;;3,71E+08;-2,69E+07
;;3,72E+08;-2,71E+07
;;3,73E+08;-2,73E+07
;;3,74E+08;-2,74E+07
;;3,74E+08;-2,76E+07
;;3,75E+08;-2,77E+07
;;3,76E+08;-2,79E+07
;;3,77E+08;-2,80E+07
;;3,77E+08;-2,82E+07
;;3,78E+08;-2,83E+07
;;3,79E+08;-2,85E+07
;;3,80E+08;-2,87E+07
;;3,81E+08;-2,88E+07
;;3,81E+08;-2,90E+07
;;3,82E+08;-2,91E+07
;;3,83E+08;-2,92E+07
;;3,84E+08;-2,94E+07
;;3,84E+08;-2,95E+07
;;3,85E+08;-2,97E+07
;;3,86E+08;-2,98E+07
;;3,87E+08;-3,00E+07
;;3,88E+08;-3,01E+07
;;3,88E+08;-3,03E+07
;;3,89E+08;-3,04E+07
;;3,90E+08;-3,05E+07
;;3,91E+08;-3,07E+07
;;3,91E+08;-3,08E+07
;;3,92E+08;-3,09E+07
;;3,93E+08;-3,11E+07
;;3,94E+08;-3,12E+07
;;3,94E+08;-3,13E+07
;;3,95E+08;-3,15E+07
;;3,96E+08;-3,16E+07
;;3,96E+08;-3,17E+07
;;3,97E+08;-3,19E+07
;;3,98E+08;-3,20E+07
;;3,99E+08;-3,21E+07
;;3,99E+08;-3,22E+07
;;4,00E+08;-3,24E+07
;;4,01E+08;-3,25E+07
;;4,02E+08;-3,26E+07
;;4,02E+08;-3,27E+07
;;4,03E+08;-3,29E+07
;;4,04E+08;-3,30E+07
;;4,04E+08;-3,31E+07
;;4,05E+08;-3,32E+07
;;4,06E+08;-3,33E+07
;;4,07E+08;-3,34E+07
;;4,07E+08;-3,36E+07
;;4,08E+08;-3,37E+07
;;4,09E+08;-3,38E+07
;;4,09E+08;-3,39E+07
;;4,10E+08;-3,40E+07
;;4,11E+08;-3,41E+07
;;4,11E+08;-3,42E+07
;;4,12E+08;-3,43E+07
;;4,13E+08;-3,44E+07
;;4,14E+08;-3,45E+07
;;4,14E+08;-3,46E+07
;;4,15E+08;-3,47E+07
;;4,16E+08;-3,48E+07
;;4,16E+08;-3,49E+07
;;4,17E+08;-3,50E+07
;;4,18E+08;-3,51E+07
;;4,18E+08;-3,52E+07
;;4,19E+08;-3,53E+07
;;4,20E+08;-3,54E+07
;;4,20E+08;-3,55E+07
;;4,21E+08;-3,56E+07
;;4,22E+08;-3,57E+07
;;4,22E+08;-3,58E+07
;;4,23E+08;-3,59E+07
;;4,24E+08;-3,60E+07
;;4,24E+08;-3,61E+07
;;4,25E+08;-3,62E+07
;;4,26E+08;-3,62E+07
;;4,26E+08;-3,63E+07
;;4,27E+08;-3,64E+07
;;4,28E+08;-3,65E+07
;;4,28E+08;-3,66E+07
;;4,29E+08;-3,67E+07
;;4,30E+08;-3,67E+07
;;4,30E+08;-3,68E+07
;;4,31E+08;-3,69E+07
;;4,32E+08;-3,70E+07
;;4,32E+08;-3,71E+07
;;4,33E+08;-3,71E+07
;;4,34E+08;-3,72E+07
;;4,34E+08;-3,73E+07
;;4,35E+08;-3,74E+07
;;4,35E+08;-3,74E+07
;;4,36E+08;-3,75E+07
;;4,37E+08;-3,76E+07
;;4,37E+08;-3,76E+07
;;4,38E+08;-3,77E+07
;;4,39E+08;-3,78E+07
;;4,39E+08;-3,78E+07
;;4,40E+08;-3,79E+07
;;4,41E+08;-3,80E+07
;;4,41E+08;-3,80E+07
;;4,42E+08;-3,81E+07
;;4,42E+08;-3,82E+07
;;4,43E+08;-3,82E+07
;;4,44E+08;-3,83E+07
;;4,44E+08;-3,84E+07
;;4,45E+08;-3,84E+07
;;4,46E+08;-3,85E+07
;;4,46E+08;-3,85E+07
;;4,47E+08;-3,86E+07
;;4,47E+08;-3,86E+07
;;4,48E+08;-3,87E+07
;;4,49E+08;-3,88E+07
;;4,49E+08;-3,88E+07
;;4,50E+08;-3,89E+07
;;4,50E+08;-3,89E+07
;;4,51E+08;-3,90E+07
;;4,52E+08;-3,90E+07
;;4,52E+08;-3,91E+07
;;4,53E+08;-3,91E+07
;;4,54E+08;-3,92E+07
;;4,54E+08;-3,92E+07
;;4,55E+08;-3,93E+07
;;4,55E+08;-3,93E+07
;;4,56E+08;-3,93E+07
;;4,57E+08;-3,94E+07
;;4,57E+08;-3,94E+07
;;4,58E+08;-3,95E+07
;;4,58E+08;-3,95E+07
;;4,59E+08;-3,96E+07
;;4,59E+08;-3,96E+07
;;4,60E+08;-3,96E+07
;;4,61E+08;-3,97E+07
;;4,61E+08;-3,97E+07
;;4,62E+08;-3,97E+07
;;4,62E+08;-3,98E+07
;;4,63E+08;-3,98E+07
;;4,64E+08;-3,99E+07
;;4,64E+08;-3,99E+07
;;4,65E+08;-3,99E+07
;;4,65E+08;-3,99E+07
;;4,66E+08;-4,00E+07
;;4,67E+08;-4,00E+07
;;4,67E+08;-4,00E+07
;;4,68E+08;-4,01E+07
;;4,68E+08;-4,01E+07
;;4,69E+08;-4,01E+07
;;4,71E+08;-4,02E+07
;;4,72E+08;-4,02E+07
;;4,73E+08;-4,03E+07
;;4,74E+08;-4,03E+07
;;4,75E+08;-4,04E+07
;;4,76E+08;-4,04E+07
;;4,77E+08;-4,04E+07
;;4,79E+08;-4,04E+07
;;4,80E+08;-4,05E+07
;;4,81E+08;-4,05E+07
;;4,82E+08;-4,05E+07
;;4,83E+08;-4,05E+07
;;4,84E+08;-4,05E+07
;;4,85E+08;-4,05E+07
;;4,86E+08;-4,05E+07
;;4,87E+08;-4,05E+07
;;4,88E+08;-4,05E+07
;;4,90E+08;-4,05E+07
;;4,91E+08;-4,05E+07
;;4,92E+08;-4,05E+07
;;4,93E+08;-4,04E+07
;;4,94E+08;-4,04E+07
;;4,95E+08;-4,04E+07
;;4,96E+08;-4,04E+07
;;4,97E+08;-4,03E+07
;;4,98E+08;-4,03E+07
;;4,99E+08;-4,03E+07
;;5,00E+08;-4,02E+07
;;5,01E+08;-4,02E+07
;;5,02E+08;-4,01E+07
;;5,03E+08;-4,01E+07
;;5,04E+08;-4,00E+07
;;5,05E+08;-4,00E+07
;;5,06E+08;-3,99E+07
;;5,07E+08;-3,99E+07
;;5,08E+08;-3,98E+07
;;5,10E+08;-3,97E+07
;;5,11E+08;-3,97E+07
;;5,12E+08;-3,96E+07
;;5,13E+08;-3,95E+07
;;5,14E+08;-3,94E+07
;;5,15E+08;-3,94E+07
;;5,16E+08;-3,93E+07
;;5,17E+08;-3,92E+07
;;5,18E+08;-3,91E+07
;;5,19E+08;-3,90E+07
;;5,20E+08;-3,89E+07
;;5,21E+08;-3,88E+07
;;5,22E+08;-3,87E+07
;;5,23E+08;-3,86E+07
;;5,24E+08;-3,85E+07
;;5,25E+08;-3,84E+07
;;5,26E+08;-3,83E+07
;;5,27E+08;-3,82E+07
;;5,28E+08;-3,80E+07
;;5,29E+08;-3,79E+07
;;5,29E+08;-3,78E+07
;;5,30E+08;-3,77E+07
;;5,31E+08;-3,75E+07
;;5,32E+08;-3,74E+07
;;5,33E+08;-3,73E+07
;;5,34E+08;-3,71E+07
;;5,35E+08;-3,70E+07
;;5,36E+08;-3,69E+07
;;5,37E+08;-3,67E+07
;;5,38E+08;-3,66E+07
;;5,39E+08;-3,64E+07
;;5,40E+08;-3,62E+07
;;5,41E+08;-3,61E+07
;;5,42E+08;-3,59E+07
;;5,43E+08;-3,58E+07
;;5,44E+08;-3,56E+07
;;5,45E+08;-3,54E+07
;;5,46E+08;-3,53E+07
;;5,47E+08;-3,51E+07
;;5,48E+08;-3,49E+07
;;5,49E+08;-3,47E+07
;;5,49E+08;-3,45E+07
;;5,50E+08;-3,43E+07
;;5,51E+08;-3,42E+07
;;5,52E+08;-3,40E+07
;;5,53E+08;-3,38E+07
;;5,54E+08;-3,36E+07
;;5,55E+08;-3,34E+07
;;5,56E+08;-3,32E+07
;;5,57E+08;-3,30E+07
;;5,58E+08;-3,27E+07
;;5,59E+08;-3,25E+07
;;5,60E+08;-3,23E+07
;;5,60E+08;-3,21E+07
